ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00004^Manneo Whitlock^Γυναίκα^Goliath^Fighter^-^2^1/4^Σκοπός^Guardians^Thundermount^Anvil Head (SET-035)^Ουδέτερη^17^23^Greatsword^+5^2d6+3 τέμνον^-^-^βαρίδια ρίψης; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Κάθεται πάνω σε σωρό μπάζων, τρώει, και κοιτάει το στόμιο ενός shaft.^Μιλάει γρήγορα όταν λέει ψέματα και αργά όταν λέει αλήθεια, και το ξέρει.
SL-00012^Rhys Hollis^Άνδρας^Half-Elf^Artificer^Armorer^7^3^Ιχνηλάτης θηρίων^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερος^17^77^Steel Defender + warhammer^+7^1d8+4 τέμνον^Catapult; Absorb Elements; Invisibility; Faerie Fire^-^πρωτότυπο που δεν δούλεψε ποτέ; κομμάτι λιωμένης ράγας; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Φράζει την είσοδο ενός shaft με το σώμα του, λέει στο συνεργείο να πάει σπίτι και αρνείται να εξηγήσει.^Έχει μάθει να χαμηλώνει τη φωνή του όταν λέει κάτι αληθινό.
SL-06232^Imogen Lock^Γυναίκα^Human^Barbarian^Path of the Berserker^15^9^Αρχηγός συντεχνίας^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^17^180^Handaxe pair^+10^1d6+5 τέμνον^-^-^δίχειρο maul με ξαναδεμένη λαβή; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Πετιέται έξω από ταβέρνα, γελώντας, κρατώντας ακόμα το ποτό κάποιου άλλου.^Ψιθυρίζει εξ ορισμού· η ένταση ανεβαίνει μόνο όταν φοβάται.
SL-06233^Toma Marrowgate^Άνδρας^Human^Barbarian^-^2^1/4^Φύλακας κελαριού^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερος^14^22^Maul^+5^2d6+3 θλαστικό^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό του; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Αφηγείται σιγανά τις ίδιες του τις κινήσεις όσο τις κάνει.
SL-06235^Heskan Mallory^Άνδρας^Dragonborn^Cleric^Grave Domain^8^5^Κυνηγός επικηρυγμένων^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Φιλικός^17^76^Ritual sickle^+7^1d6+4 τέμνον^Cure Wounds; Healing Word; Shield of Faith; Spiritual Weapon^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Επαναλαμβάνει τους αριθμούς δύο φορές, συνήθεια από δουλειά που δεν κάνει πια.
SL-06260^Aldric Wintersby^Άνδρας^Human^Paladin^Oath of Devotion^10^5^Τοπογράφος shaft^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Φιλικός^20^113^Greatsword (Divine Smite)^+9^2d6+5 + 2d8 radiant^Bless; Zone of Truth; Compelled Duel; Magic Weapon^-^ασπίδα με μισοσβησμένο οικόσημο; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Ξεχωρίζει μετάλλευμα σε δύο σωρούς και αρνείται να εξηγήσει τον δεύτερο.^Ρωτάει για την υγεία σου πριν το όνομά σου, κάθε φορά.
SL-06280^Ythra Longbarrow^Γυναίκα^Elf^Rogue^Soulknife^3^1/2^Υπάλληλος διοδίων^Independent^Thundermount^Deep Cut (SET-027)^Ουδέτερη^14^21^Dagger (Sneak Attack)^+5^1d4+3 + 2d6 διατρητικό^-^-^φλασκί λαδιού λάμπας χωρίς λάμπα; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Στέκεται εντελώς ακίνητη σε μια στοά, ακούγοντας, και κάνει νόημα για ησυχία.^Διακόπτει για να διορθώσει τακτικές λεπτομέρειες σε ιστορίες άλλων.
SL-06288^Shamash Merrick^Άνδρας^Dragonborn^Rogue^-^1^1/8^Αντιγραφέας καταστίχων^Independent^Thundermount^Deep Cut (SET-027)^Ουδέτερος^14^9^Shortsword (Sneak Attack)^+5^1d6+3 + 1d6 διατρητικό^-^-^Veiled Lantern lockpicks; λάμπα με ραγισμένο δοχείο; debt-token από τους Lifeweavers^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-06292^Mardred Ravel^Γυναίκα^Dwarf^Fighter^Champion^4^1^Σχοινάς^Guardians^Thundermount^Anvil Head (SET-035)^Εχθρική^18^42^Longbow^+5^1d8+3 διατρητικό^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; ένταλμα με τη δική της περιγραφή πάνω^Κόβει δείγμα crystalline και τσεπώνει το μισό.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-06296^Index Frostwell^Άνδρας^Awakened Construct^Warlock^-^2^1/4^Σκοπός^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Φιλικός^14^19^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Armor of Agathys; Charm Person; Hex; Dissonant Whispers^-^κλειδί που δεν ξεκλειδώνει τίποτα σε αυτόν τον κόσμο; λάμπα με ραγισμένο δοχείο; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Μαλώνει με έναν εκτιμητή της Guild για έναν αριθμό που είναι φανερά λάθος.^Ψιθυρίζει εξ ορισμού· η ένταση ανεβαίνει μόνο όταν φοβάται.
SL-06299^Yeska Nettles^Γυναίκα^Half-Orc^Druid^Circle of the Moon^13^9^Φωνή της κοιλάδας^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^17^129^Produce Flame^+10^1d8+5 τέμνον^Moonbeam; Heat Metal; Wall of Stone; Heal^-^σακούλι σπόρων που κανείς δεν αναγνωρίζει; σακί με ακατέργαστο crystalline ore; παιδικό σχέδιο ενός αστερισμού που κανείς δεν βρίσκει^Πίνει μόνη σε ταβέρνα γεμάτη με το δικό της συνεργείο.^Χρησιμοποιεί ιατρικούς όρους για τα πάντα, ακόμα και για συναισθηματικές καταστάσεις.
SL-06301^Tessa Ivorel^Γυναίκα^Half-Elf^Paladin^Oath of Devotion^9^5^Κλεπταποδόχος^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^20^98^Greatsword (Divine Smite)^+9^2d6+5 + 2d8 radiant^Shield of Faith; Bless; Dispel Magic; Zone of Truth^-^λάβαρο τυλιγμένο και ποτέ ανοιγμένο; σακί με ακατέργαστο crystalline ore; παιδικό σχέδιο ενός αστερισμού που κανείς δεν βρίσκει^Αρνείται να υπογράψει ένα assay που έχει ήδη διαβάσει.^Σφυρίζει ελαφρά στα σίγμα από ένα δόντι που δεν αντικατέστησε ποτέ.
SL-06327^Rhogar Wardlow^Άνδρας^Dragonborn^Fighter^-^1^1/8^Νερουλάς^Independent^Thundermount^Deep Cut (SET-027)^Εχθρικός^17^13^Halberd^+5^1d10+3 τέμνον^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Στα μισά ενός pylon μέσα σε καταιγίδα, φωνάζει νούμερα σε έναν βοηθό που δεν υπάρχει.^Απαντάει επαναλαμβάνοντας την ερώτηση, για να κερδίσει χρόνο.
SL-06335^Malla Kildare^Γυναίκα^Tiefling^Cleric^Light Domain^10^6^Εκτελεστής^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Εχθρική^17^95^Sacred Flame^+9^1d8+5 τέμνον^Hold Person; Revivify; Healing Word; Cure Wounds^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); σφραγισμένο assay με αδύνατη ένδειξη; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Στέκεται εντελώς ακίνητη σε μια στοά, ακούγοντας, και κάνει νόημα για ησυχία.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
SL-06344^Wren Tallow^Γυναίκα^Human^Artificer^Battle Smith^9^5^Κούριερ συμβολαίων^Independent^Thundermount^Anvil Head (SET-035)^Εχθρική^18^93^Thunder Gauntlets^+9^1d8+5 θλαστικό^Haste; Web; Invisibility; Faerie Fire^-^εργαλειοθήκη που της λείπει ακριβώς ένα εργαλείο; κομμάτι λιωμένης ράγας; γράμμα που δεν στάλθηκε ποτέ^Ανεβάζει κάτι βαρύ από ένα shaft πολύ αργά, μόνη.^Μιλάει όσο δουλεύει και κόβεται στη μέση όταν συγκεντρώνεται· δεν τελειώνει ποτέ αυτές τις προτάσεις.
SL-06349^Bell Charnwood^Γυναίκα^Awakened Construct^Rogue^-^2^1/4^Βοηθός αρχειοφύλακα^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Ουδέτερη^16^13^Dagger (Sneak Attack)^+5^1d4+3 + 1d6 διατρητικό^-^-^Veiled Lantern lockpicks; κεντρικό κλειδί των shafts; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Μαλώνει με έναν εκτιμητή της Guild για έναν αριθμό που είναι φανερά λάθος.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-06357^Corvin Ullswater^Άνδρας^Half-Elf^Cleric^Trickery Domain^9^6^Εκτελεστής^Guardians^Thundermount^Slag Shafttown (SET-033)^Φιλικός^17^88^Mace^+9^1d6+5 θλαστικό^Revivify; Mass Healing Word; Spirit Guardians; Guiding Bolt^-^ιερό σύμβολο λειασμένο από τη χρήση; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Κόβει δείγμα crystalline και τσεπώνει το μισό.^Καθαρίζει τον λαιμό του πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-06363^Yevelda Quick^Γυναίκα^Half-Orc^Bard^College of Lore^6^4^Φύλακας των τραγουδιών^Independent^Thundermount^Deep Camp (SET-031)^Εχθρική^14^48^Vicious Mockery^+7^1d6+4 τέμνον^Enhance Ability; Suggestion; Faerie Fire; Shatter^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; κεντρικό κλειδί των shafts; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Πίνει μόνη σε ταβέρνα γεμάτη με το δικό της συνεργείο.^Παραλείπει τα άρθρα, δίνοντας σε κάθε πρόταση κοφτό, τηλεγραφικό σχήμα.
SL-06369^Kaeda Meriden^Γυναίκα^Half-Elf^Bard^-^2^1/4^Μαθητευόμενος^Drifters^Thundermount^Anvil Head (SET-035)^Ουδέτερη^13^13^Vicious Mockery^+5^1d6+3 τέμνον^Healing Word; Faerie Fire; Dissonant Whispers; Bane^-^το μοναδικό γραπτό αντίγραφο ενός route-song; σφραγισμένο assay με αδύνατη ένδειξη; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Κόβει δείγμα crystalline και τσεπώνει το μισό.^Σωπαίνει τελείως όταν λέει ψέματα, που είναι κακή τακτική.
SL-06373^Norin Ashgrove^Άνδρας^Elf^Sorcerer^Wild Magic Sorcery^5^3^Ληστής^Drifters^Thundermount^Deep Cut (SET-027)^Ουδέτερος^14^39^Fire Bolt^+7^210 fire^Hold Person; Shield; Shatter; Misty Step^-^focus από γυαλί καταιγίδας; κεντρικό κλειδί των shafts; γράμμα που δεν στάλθηκε ποτέ^Χαρτογραφεί μια καταρρευσμένη στοά μόνο με τον ήχο.^Αργος και μετρημένος· δεν υψώνει ποτέ τη φωνή του και δεν επαναλαμβάνει.
SL-06377^Ander Dunmarrow^Άνδρας^Half-Elf^Warlock^The Fiend^6^4^Χειριστής θηρίων^Independent^Thundermount^Deep Camp (SET-031)^Ουδέτερος^15^62^Pact blade^+7^1d8+4 τέμνον^Hex; Misty Step; Darkness; Dissonant Whispers^-^λίστα πραγμάτων που δεν επιτρέπεται να πει φωναχτά; λάμπα με ραγισμένο δοχείο; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Κάθεται πάνω σε σωρό μπάζων, τρώει, και κοιτάει το στόμιο ενός shaft.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
SL-06379^Ferris Halloway^Άνδρας^Human^Barbarian^Path of the Wild Heart^6^3^Ανασύρτης ναυαγίων^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Εχθρικός^17^70^Handaxe pair^+7^1d6+4 τέμνον^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό του; σακί με ακατέργαστο crystalline ore; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Ξεχωρίζει μετάλλευμα σε δύο σωρούς και αρνείται να εξηγήσει τον δεύτερο.^Απαγγέλλει τιμές, βάρη και αποστάσεις με απόλυτη ακρίβεια και ξεχνάει ονόματα ακαριαία.
SL-06386^Bront Tenbury^Άνδρας^Half-Orc^Warlock^The Archfey^15^10^Ονομασμένος των Wilds^Independent^Thundermount^Anvil Head (SET-035)^Εχθρικός^17^155^Pact blade^+10^1d8+5 τέμνον^Shatter; Summon Fiend; Darkness; Dominate Monster^-^περγαμηνή συμβολαίου με άθικτη σφραγίδα Lord; κεντρικό κλειδί των shafts; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Πίνει μόνος σε ταβέρνα γεμάτη με το δικό του συνεργείο.^Μιλάει για το μέλλον μόνο σε υποθετικό, ποτέ σε οριστική.
SL-06398^Rennick Farrow^Άνδρας^Human^Druid^Circle of the Moon^6^4^Μηχανικός shield^Independent^Thundermount^Anvil Head (SET-035)^Ουδέτερος^16^55^Starry Form (The Long Shot)^+7^1d8+4 radiant^Heat Metal; Healing Word; Pass Without Trace; Spike Growth^-^βάζο με χώμα από τόπο που δεν υπάρχει πια; κομμάτι λιωμένης ράγας; διαταγές που επέλεξε να μην ακολουθήσει^Ανεβάζει κάτι βαρύ από ένα shaft πολύ αργά, μόνος.^Τραυλισμός που καθαρίζει εντελώς όταν δίνει διαταγές.
SL-06399^Adria Flint^Γυναίκα^Human^Ranger^Fey Wanderer^8^4^Γιατρός ανακούφισης^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Φιλική^15^77^Shortsword pair^+7^1d6+4 διατρητικό^Spike Growth; Summon Beast; Pass Without Trace; Cure Wounds^-^φαρέτρα με διπλό πάτο; κομμάτι λιωμένης ράγας; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Αρνείται να υπογράψει ένα assay που έχει ήδη διαβάσει.^Χρησιμοποιεί αργκό του σώματος για μέλη και τραύματα και βρίσκει τις απλές λέξεις ναζιάρικες.
SL-06403^Damakos Lindmark^Άνδρας^Tiefling^Fighter^Psi Warrior^6^3^Κυνηγός επικηρυγμένων^Independent^Thundermount^Deep Cut (SET-027)^Ουδέτερος^19^68^Greatsword^+7^2d6+4 τέμνον^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; λάμπα με ραγισμένο δοχείο; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Παλεύει με το χέρι για μεροκάματο και χάνει επίτηδες.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά του· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
SL-06405^Hollis Ryke^Άνδρας^Half-Elf^Barbarian^Path of the Wild Heart^9^5^Καπετάνιος συνοδείας^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Φιλικός^15^104^Greataxe^+9^1d12+5 τέμνον^-^-^ρόπαλο φτιαγμένο από κέντρο ασπίδας; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; λίστα routes που δεν υπάρχουν πια^Στέκεται εντελώς ακίνητος σε μια στοά, ακούγοντας, και κάνει νόημα για ησυχία.^Μιλάει γρήγορα όταν λέει ψέματα και αργά όταν λέει αλήθεια, και το ξέρει.
SL-06431^Nol Ryke^Άνδρας^Human^Fighter^Champion^10^5^Επικαλητής καταιγίδας^Independent^Thundermount^Slag Shafttown (SET-033)^Ουδέτερος^18^113^Longsword^+9^1d8+5 τέμνον^-^-^βαρίδια ρίψης; κομμάτι λιωμένης ράγας; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Κοιμάται στο στόμιο του shaft αντί να πάει σπίτι.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-06438^Ivar Yarrowdale^Άνδρας^Human^Rogue^Arcane Trickster^9^5^Καπετάνιος σχοινιών^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερος^17^72^Dagger (Sneak Attack)^+9^1d4+5 + 5d6 διατρητικό^-^-^τράπουλα σημαδεμένη, και μάλιστα άσχημα; σφραγισμένο assay με αδύνατη ένδειξη; πειθαρχική αναφορά, ανοιχτή ακόμα^Παλεύει με το χέρι για μεροκάματο και χάνει επίτηδες.^Βουβος από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-06445^Onno Cask^Άνδρας^Awakened Construct^Ranger^Gloom Stalker^11^6^Επικαλητής καταιγίδας^Thundermount Guild^Thundermount^Deep Works (SET-028)^Ουδέτερος^16^122^Longbow^+9^1d8+5 διατρητικό^Dispel Magic; Cure Wounds; Lightning Arrow; Goodberry^-^nightglass δοκιμασμένο με δεμένα μάτια; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Διαβάζει ένα ρήγμα με γυμνό χέρι κολλημένο στον βράχο.^Συγχρονίζει τις προτάσεις του με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-06454^Loras Ravensmere^Άνδρας^Half-Elf^Fighter^Eldritch Knight^8^4^Μηχανικός shield^Thundermount Guild^Thundermount^Deep Cut (SET-027)^Φιλικός^18^87^Lance (mounted)^+7^1d12+4 διατρητικό^-^-^σφυρίχτρα αξιωματικού σε φθαρμένο κορδόνι; κεντρικό κλειδί των shafts; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Μετράει το συνεργείο βγαίνοντας από το ορυχείο και βρίσκει έναν λιγότερο.^Συγχρονίζει τις προτάσεις του με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-06456^Maren Fenwright^Γυναίκα^Human^Bard^College of Dance^8^5^Λοχίας τείχους^Guardians^Thundermount^Anvil Head (SET-035)^Φιλική^14^65^Shortsword^+7^1d6+4 διατρητικό^Bane; Charm Person; Dissonant Whispers; Enhance Ability^-^συστατική επιστολή για αυλή που έχει πέσει; πρόγραμμα βάρδιας με τρία ονόματα διαγραμμένα; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Χτυπάει μετάλλευμα με ρυθμό που τελικά αποδεικνύεται σήμα.^Απευθύνεται σε ομάδες και όχι σε άτομα, ακόμα κι όταν είστε ένας.
SL-06466^Sigrun Ashenford^Γυναίκα^Dwarf^Rogue^Thief^4^1^Μάγειρας καταυλισμού^Guardians^Thundermount^Anvil Head (SET-035)^Εχθρική^16^28^Dagger (Sneak Attack)^+5^1d4+3 + 2d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; σφραγισμένο assay με αδύνατη ένδειξη; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Ανεβάζει κάτι βαρύ από ένα shaft πολύ αργά, μόνη.^Μιλάει στο έδαφος αντί για τα πρόσωπα, και σηκώνει βλέμμα μόνο όταν απειληθεί.
SL-06470^Kosh Bellwether^Άνδρας^Tiefling^Fighter^-^2^1/4^Φύλακας κελαριού^Thundermount Guild^Thundermount^Slag Shafttown (SET-033)^Εχθρικός^17^23^Greatsword^+5^2d6+3 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; κεντρικό κλειδί των shafts; απλήρωτος λογαριασμός από τρεις πόλεις^Χτυπάει μετάλλευμα με ρυθμό που τελικά αποδεικνύεται σήμα.^Επαναλαμβάνει τους αριθμούς δύο φορές, συνήθεια από δουλειά που δεν κάνει πια.
SL-06477^Petra Lindmark^Γυναίκα^Human^Bard^College of Lore^7^4^Τοπογράφος routes^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^16^55^Shortsword^+7^1d6+4 διατρητικό^Suggestion; Hold Person; Invisibility; Shatter^-^λαούτο με ασημένιες χορδές; λάμπα με ραγισμένο δοχείο; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Φράζει την είσοδο ενός shaft με το σώμα της, λέει στο συνεργείο να πάει σπίτι και αρνείται να εξηγήσει.^Απαντάει με παροιμίες, τις μισές από τις οποίες επινοεί.
SL-06487^Balda Karrow^Γυναίκα^Dwarf^Fighter^Battle Master^4^1^Εκπαιδευόμενος scout^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Φιλική^17^43^Lance (mounted)^+5^1d12+3 διατρητικό^-^-^Thundermount crystalline longsword (+1); δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; shard με μήνυμα που δεν έχει παίξει ποτέ^Ξεχωρίζει μετάλλευμα σε δύο σωρούς και αρνείται να εξηγήσει τον δεύτερο.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-06496^Renk Quarrick^Άνδρας^Half-Orc^Fighter^Battle Master^4^1^Παραγιός μάγειρα^Independent^Thundermount^Ore Adit (SET-025)^Ουδέτερος^17^40^Longsword^+5^1d8+3 τέμνον^-^-^βαρίδια ρίψης; σακί με ακατέργαστο crystalline ore; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Πετιέται έξω από ταβέρνα, γελώντας, κρατώντας ακόμα το ποτό κάποιου άλλου.^Βρίζει συνεχώς και δεν ζητάει συγγνώμη για τίποτα.
SL-06507^Quilla Inchcape^Γυναίκα^Halfling^Cleric^Trickery Domain^4^1^Μάγειρας καταυλισμού^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^17^30^Sacred Flame^+5^1d8+3 τέμνον^Shield of Faith; Guiding Bolt; Bless; Cure Wounds^-^ιερό σύμβολο λειασμένο από τη χρήση; κεντρικό κλειδί των shafts; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Κάνει καταμέτρηση που βγαίνει κάθε φορά διαφορετική.^Μιλάει σε πληθυντικό για τη δουλειά της, αν και δουλεύει μόνη.
SL-06512^Maren Thorne^Γυναίκα^Human^Barbarian^Path of the World Tree^5^2^Κλεπταποδόχος^Independent^Thundermount^Deep Cut (SET-027)^Φιλική^16^58^Maul^+7^2d6+4 θλαστικό^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό της; σακί με ακατέργαστο crystalline ore; γράμμα που δεν στάλθηκε ποτέ^Πετιέται έξω από ταβέρνα, γελώντας, κρατώντας ακόμα το ποτό κάποιου άλλου.^Σιγομουρμουρίζει ανάμεσα στις προτάσεις χωρίς να το καταλαβαίνει.
SL-06515^Bekk Vane^Άνδρας^Human^Ranger^Fey Wanderer^14^8^Ονομασμένος των Wilds^Independent^Thundermount^Anvil Head (SET-035)^Εχθρικός^16^136^Hand crossbow^+10^1d6+5 διατρητικό^Commune with Nature; Dispel Magic; Conjure Volley; Steel Wind Strike^-^μπότες με σόλα που δεν αφήνει ίχνος; κεντρικό κλειδί των shafts; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Κοιμάται στο στόμιο του shaft αντί να πάει σπίτι.^Βραχνιάζει μέσα σε μια ώρα κουβέντας και μοιράζει τις προτάσεις του ανάλογα.
SL-06516^Sora Halberd^Γυναίκα^Dragonborn^Ranger^Beast Master^8^4^Τεχνικός κόμβων^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^16^78^Hand crossbow^+7^1d6+4 διατρητικό^Goodberry; Silence; Fog Cloud; Spike Growth^-^παγίδες και σφυρίχτρα από κόκαλο; δείγμα πυρήνα με ετικέτα σε γραφικό χαρακτήρα που κανείς δεν αναγνωρίζει; λίστα routes που δεν υπάρχουν πια^Κουβαλάει λάμπα σε ένα shaft που όλοι οι άλλοι έχουν εγκαταλείψει.^Απευθύνεται σε ομάδες και όχι σε άτομα, ακόμα κι όταν είστε ένας.
SL-06527^Vashka Ullswater^Γυναίκα^Goliath^Warlock^The Celestial^12^8^Φύλακας της κοιλάδας^Thundermount Guild^Thundermount^Anvil Head (SET-035)^Ουδέτερη^15^126^Pact blade^+9^1d8+5 τέμνον^Armor of Agathys; Fear; Charm Person; Shatter^-^νεφρίτινο νόμισμα (σήμα Lord); λάμπα με ραγισμένο δοχείο; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Σημαδεύει ένα δοκάρι με κιμωλία και μετά το ξανασημαδεύει διαφορετικά.^Βραχνάδα από παλιό τραύμα στον λαιμό· κρατάει πάντα νερό κοντά.
SL-06529^Eglath Pike^Άνδρας^Goliath^Ranger^Hunter^14^8^Ονομασμένος των Wilds^Independent^Thundermount^Slag Shafttown (SET-033)^Ουδέτερος^16^134^Longbow^+10^1d8+5 διατρητικό^Swift Quiver; Commune with Nature; Summon Beast; Lightning Arrow^-^σφυρίχτρα κουρδισμένη για ένα μόνο ζώο; χρονόμετρο έκρηξης, ακόμα κουρδισμένο; βιβλιάριο μερίδων με εγγραφές σε δύο χέρια^Λύνει μια διαφορά μεροκάματου πληρώνοντας τη διαφορά από την τσέπη του.^Φωνή ρυθμισμένη να περνάει πάνω από μηχανήματα· τρομάζει κόσμο σε κλειστούς χώρους.
SL-06539^Drenn Eastmere^Άνδρας^Half-Orc^Fighter^Battle Master^15^9^Πρεσβύτερος του Circle^Independent^Thundermount^Anvil Head (SET-035)^Εχθρικός^20^175^Longsword^+10^1d8+5 τέμνον^-^-^Thundermount crystalline longsword (+1); σακί με ακατέργαστο crystalline ore; shard με μήνυμα που δεν έχει παίξει ποτέ^Στα μισά ενός pylon μέσα σε καταιγίδα, φωνάζει νούμερα σε έναν βοηθό που δεν υπάρχει.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό του να το κάνει.
