ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00001^Temperance Zell^Γυναίκα^Tiefling^Druid^-^1^1/8^Παραγιός μάγειρα^Guardians^New Grandia^Lower Row (SET-016)^Ουδέτερη^15^11^Starry Form (The Long Shot)^+5^1d8+3 radiant^Goodberry; Entangle; Thunderwave; Healing Word^-^σακούλι με σπόρους εξαφανισμένων χόρτων; κλειδί δωματίου στην πάνω συνοικία; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Στην κάτω αγορά αγοράζει ακριβώς ένα πράγμα, πολύ προσεκτικά.^Βραχνιάζει μέσα σε μια ώρα κουβέντας και μοιράζει τις προτάσεις της ανάλογα.
SL-04344^Lys Jessup^Γυναίκα^Human^Sorcerer^Wild Magic Sorcery^9^6^Χειριστής θηρίων^Guardians^New Grandia^Mill Quarter (SET-021)^Ουδέτερη^14^69^Fire Bolt^+9^210 fire^Hold Person; Absorb Elements; Misty Step; Shield^-^γάντι που κρύβει χέρι που δεν φαίνεται πια σωστό; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Καταθέτει καταγγελία για το party σας πριν κάνετε οτιδήποτε.^Μιλάει σε πληθυντικό για τη δουλειά της, αν και δουλεύει μόνη.
SL-04346^Tobin Elmsworth^Άνδρας^Human^Fighter^Psi Warrior^17^11^Έφορος shield^New Grandia Authority^New Grandia^Old Row (SET-020)^Ουδέτερος^20^214^Longsword^+11^1d8+5 τέμνον^-^-^βαρίδια ρίψης; κλειδί δωματίου στην πάνω συνοικία; παιδικό γράμμα με παραλήπτη κάποιον του party^Ανακρίνει έναν μάρτυρα με ανησυχητική ευγένεια.^Σωπαίνει τελείως όταν λέει ψέματα, που είναι κακή τακτική.
SL-04356^Vharo Larkspur^Άνδρας^Dragonborn^Wizard^Order of Scribes^8^5^Ανιχνευτής^Independent^New Grandia^Mill Quarter (SET-021)^Φιλικός^12^65^Ray of Frost^+7^2d8 cold^Shield; Invisibility; Grease; Detect Magic^-^γυάλινη ράβδος που βουίζει κοντά σε shields; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; shard με μήνυμα που δεν έχει παίξει ποτέ^Στην κάτω αγορά αγοράζει ακριβώς ένα πράγμα, πολύ προσεκτικά.^Δεν λέει ποτέ τιμή, μόνο εύρος, και σε αφήνει να ανεβάσεις μόνος τον εαυτό σου.
SL-04358^Finnan Frostwell^Άνδρας^Halfling^Barbarian^-^1^1/8^Συντηρητής shield^New Grandia Authority^New Grandia^Lantern Row (SET-019)^Φιλικός^16^13^Handaxe pair^+5^1d6+3 τέμνον^-^-^ρόπαλο φτιαγμένο από κέντρο ασπίδας; ειδοποίηση χρέους ακαδημίας; διαταγές που επέλεξε να μην ακολουθήσει^Σταματάει το party σε checkpoint για μια ασυμφωνία στα χαρτιά που τεχνικά υπάρχει.^Δεν μπορεί να ψιθυρίσει· ο ψίθυρός του ακούγεται πιο μακριά από την κανονική του φωνή.
SL-04366^Serah Farrow^Γυναίκα^Human^Bard^College of Dance^5^3^Επιμελητής καραβανιού^Guardians^New Grandia^Mill Quarter (SET-021)^Φιλική^15^46^Shortsword^+7^1d6+4 διατρητικό^Enhance Ability; Charm Person; Invisibility; Dissonant Whispers^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Μισομεθυσμένη σε ταράτσα ακαδημίας, διορθώνοντας έναν χάρτη άστρων που δεν βλέπει.^Απαντάει «όχι» σε κάθε πρώτη ερώτηση αντανακλαστικά, και μετά το ξανασκέφτεται.
SL-04373^Ekemon Greave^Άνδρας^Tiefling^Artificer^Battle Smith^5^2^Γιατρός ανακούφισης^New Grandia Authority^New Grandia^Assay Ward (SET-014)^Ουδέτερος^19^48^Steel Defender + warhammer^+7^1d8+4 τέμνον^Detect Magic; Cure Wounds; Absorb Elements; Enhance Ability^-^κιτ βαθμονόμησης shield-node; κλειδί δωματίου στην πάνω συνοικία; μια τούφα μαλλιά σε διπλωμένο χαρτί^Δοκιμάζει μια ραφή του shield με το χέρι και συνοφρυώνεται στο αποτέλεσμα.^Έχει μάθει να χαμηλώνει τη φωνή του όταν λέει κάτι αληθινό.
SL-04374^Orias Southgate^Άνδρας^Tiefling^Druid^Circle of the Sea^15^10^Σφραγιστής των scars^New Grandia Authority^New Grandia^Old Rampart (SET-015)^Ουδέτερος^16^148^Scimitar^+10^1d6+5 τέμνον^Moonbeam; Conjure Animals; Wall of Stone; Sunbeam^-^βάζο με χώμα από τόπο που δεν υπάρχει πια; city clearance sigil; παιδικό γράμμα με παραλήπτη κάποιον του party^Σταματάει το party σε checkpoint για μια ασυμφωνία στα χαρτιά που τεχνικά υπάρχει.^Σιγομουρμουρίζει ανάμεσα στις προτάσεις χωρίς να το καταλαβαίνει.
SL-04382^Muzgash Corr^Άνδρας^Orc^Wizard^-^1^1/8^Σκοπός^Independent^New Grandia^Old Terrace (SET-023)^Ουδέτερος^11^6^Fire Bolt^+5^110 fire^Detect Magic; Sleep; Magic Missile; Grease^-^μηχανισμός με τα τρία φεγγάρια; ειδοποίηση χρέους ακαδημίας; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Χάνει μια διαφωνία με έναν υπάλληλο και την κερδίζει μια ώρα μετά, γραπτώς.^Ψεύδισμα που έχει πάψει να κρύβει και δεν δέχεται πειράγματα γι' αυτό.
SL-04400^Ruun Blackfell^Άνδρας^Goliath^Artificer^Battle Smith^18^12^Αρχειοφύλακας του Datasphere^Guardians^New Grandia^Lantern Row (SET-019)^Εχθρικός^19^193^Eldritch Cannon^+11^2d8+5 τέμνον^Freedom of Movement; Protection from Energy; Shield; Blink^-^εργαλειοθήκη που της λείπει ακριβώς ένα εργαλείο; κλειδί δωματίου στην πάνω συνοικία; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Τρώει όρθιος πάνω στο τείχος σε αλλαγή βάρδιας.^Λέει «εμείς» για τις αποφάσεις και «εγώ» για τα λάθη.
SL-04456^Rhys Whitlock^Άνδρας^Half-Elf^Bard^College of Valor^6^4^Επιθεωρητής wards^Guardians^New Grandia^Mill Quarter (SET-021)^Ουδέτερος^16^50^Rapier^+7^1d8+4 διατρητικό^Invisibility; Faerie Fire; Charm Person; Shatter^-^το μοναδικό γραπτό αντίγραφο ενός route-song; απόδειξη για χρέος ήδη πληρωμένο; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Τρώει όρθιος πάνω στο τείχος σε αλλαγή βάρδιας.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-04457^Lys Fenwright^Γυναίκα^Human^Rogue^Soulknife^9^5^Κλεπταποδόχος^New Grandia Authority^New Grandia^Old Row (SET-020)^Φιλική^16^70^Hand crossbow (Sneak Attack)^+9^1d6+5 + 5d6 διατρητικό^-^-^σετ έξι πανομοιότυπων κλειδιών, ένα από τα οποία δουλεύει; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Πουλάει κάτι σε πάγκο αγοράς που δεν θα έπρεπε νομικά να υπάρχει.^Γίνεται πολύ ήσυχη και πολύ ευγενικη όταν θυμώνει, που είναι χειρότερο.
SL-04463^Vela Wardlow^Γυναίκα^Dwarf^Wizard^-^1^1/8^Διαλογέας μεταλλεύματος^New Grandia Authority^New Grandia^Old Row (SET-020)^Ουδέτερη^11^11^Fire Bolt^+5^110 fire^Detect Magic; Grease; Sleep; Magic Missile^-^τετράδιο αποτυχημένων πειραμάτων, με ευρετήριο; απόδειξη για χρέος ήδη πληρωμένο; παιδικό γράμμα με παραλήπτη κάποιον του party^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Μιλάει τη γραφειοκρατική του shield-district και δεν έχει καταλάβει ότι δεν είναι παγκόσμια.
SL-04467^Tally Tanglewood^Γυναίκα^Awakened Construct^Paladin^Oath of Vengeance^18^12^Φύλακας του πάγου^Independent^New Grandia^Lantern Row (SET-019)^Ουδέτερη^21^224^Longsword (Divine Smite)^+11^1d8+5 + 2d8 radiant^Zone of Truth; Hunter's Mark; Find Greater Steed; Banishment^-^κατάλογος όσων έσωσε, πιο μικρός από τον άλλο κατάλογο; κλειδί δωματίου στην πάνω συνοικία; κλειδί χωρίς κλειδαριά^Αναρτά ανακοίνωση αμοιβής με το ίδιο της το όνομα διαγραμμένο.^Εκκωφαντική ένταση χωρίς ρύθμιση για εσωτερικό χώρο· αποκαλεί τους πάντες με τη δουλειά τους.
SL-04468^Ozruk Charnwood^Άνδρας^Half-Orc^Barbarian^Path of the World Tree^13^8^Ονομασμένος των Wilds^Guardians^New Grandia^Lantern Row (SET-019)^Εχθρικός^16^163^Greatsword^+10^2d6+5 τέμνον^-^-^επίδεσμοι γροθιάς σκληρυμένοι από παλιό αίμα; πλαστό clearance sigil; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Χάνει μια διαφωνία με έναν υπάλληλο και την κερδίζει μια ώρα μετά, γραπτώς.^Καθαρίζει τον λαιμό του πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-04479^Eldeth Ashenford^Γυναίκα^Dwarf^Druid^Circle of the Moon^4^1^Επισκευαστής φραχτών^Guardians^New Grandia^Lantern Row (SET-019)^Ουδέτερη^14^31^Scimitar^+5^1d6+3 τέμνον^Goodberry; Thunderwave; Entangle; Faerie Fire^-^μενταγιόν Prism Arc; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Πουλάει κάτι σε πάγκο αγοράς που δεν θα έπρεπε νομικά να υπάρχει.^Γίνεται πολύ ήσυχη και πολύ ευγενικη όταν θυμώνει, που είναι χειρότερο.
SL-04484^Lorien Vale^Γυναίκα^Half-Elf^Rogue^Assassin^12^7^Κύριος του καταστίχου^Independent^New Grandia^Lantern Row (SET-019)^Εχθρική^18^117^Dagger (Sneak Attack)^+9^1d4+5 + 6d6 διατρητικό^-^-^ζευγάρι μαυρισμένα shortswords; απόδειξη για χρέος ήδη πληρωμένο; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Γελάει με τα ίδια της τα αστεία έναν χτύπο πριν τα πει.
SL-04487^Daughter-Frame^Γυναίκα^Awakened Construct^Sorcerer^-^2^1/4^Φύλακας φανού σήματος^New Grandia Authority^New Grandia^Mill Quarter (SET-021)^Ουδέτερη^11^13^Fire Bolt^+5^110 fire^Burning Hands; Absorb Elements; Shield; Chromatic Orb^-^δαχτυλίδι που ζεσταίνεται όταν λέει ψέματα; πλαστό clearance sigil; βιβλιάριο μερίδων με εγγραφές σε δύο χέρια^Πουλάει κάτι σε πάγκο αγοράς που δεν θα έπρεπε νομικά να υπάρχει.^Αργη και μετρημένη· δεν υψώνει ποτέ τη φωνή της και δεν επαναλαμβάνει.
SL-04502^Barakas Winterfall^Άνδρας^Tiefling^Fighter^Eldritch Knight^13^8^Έφορος των routes^Guardians^New Grandia^Old Terrace (SET-023)^Εχθρικός^21^161^Lance (mounted)^+10^1d12+5 διατρητικό^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; απόδειξη για χρέος ήδη πληρωμένο; Guardian dog-tag που δεν είναι δικό του^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Φωνή ρυθμισμένη να περνάει πάνω από μηχανήματα· τρομάζει κόσμο σε κλειστούς χώρους.
SL-04513^Lavinia Wintersby^Γυναίκα^Halfling^Bard^College of Valor^10^6^Ανιχνευτής^New Grandia Authority^New Grandia^Lantern Row (SET-019)^Φιλική^14^79^Hand crossbow^+9^1d6+5 διατρητικό^Charm Person; Dissonant Whispers; Healing Word; Suggestion^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Χάνει μια διαφωνία με έναν υπάλληλο και την κερδίζει μια ώρα μετά, γραπτώς.^Ελαφρύς τραυλισμός στα σκληρά σύμφωνα που εξαφανίζεται όταν επαναλαμβάνει κάτι που της είπαν.
SL-04523^Dell Everdene^Άνδρας^Human^Rogue^Soulknife^6^3^Περιπολητής περιμέτρου^Guardians^New Grandia^Old Terrace (SET-023)^Φιλικός^15^51^Hand crossbow (Sneak Attack)^+7^1d6+4 + 3d6 διατρητικό^-^-^τράπουλα σημαδεμένη, και μάλιστα άσχημα; city clearance sigil; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Επιστρέφει κάτι κλεμμένο, ανώνυμα, και πιάνεται να το κάνει.^Γελάει με τα ίδια του τα αστεία έναν χτύπο πριν τα πει.
SL-04526^Bimpnottin Ingram^Γυναίκα^Gnome^Monk^Warrior of Shadow^12^7^Αρχειοφύλακας του Datasphere^Independent^New Grandia^Lantern Row (SET-019)^Ουδέτερη^17^124^Shortsword^+9^1d6+5 διατρητικό^-^-^ζώνη-σκοινί δεμένη σε 41 κόμπους; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; πειθαρχική αναφορά, ανοιχτή ακόμα^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-04531^Gauge Cain^Άνδρας^Awakened Construct^Fighter^Psi Warrior^8^4^Επόπτης nanite^Independent^New Grandia^Mill Quarter (SET-021)^Ουδέτερος^18^88^Greatsword^+7^2d6+4 τέμνον^-^-^Thundermount crystalline longsword (+1); πλαστό clearance sigil; Guardian dog-tag που δεν είναι δικό του^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-04551^Iridia Corr^Γυναίκα^Tiefling^Bard^College of Dance^10^6^Αναγνώστης άστρων^Independent^New Grandia^Old Row (SET-020)^Φιλική^16^82^Hand crossbow^+9^1d6+5 διατρητικό^Enhance Ability; Hypnotic Pattern; Suggestion; Dispel Magic^-^συστατική επιστολή για αυλή που έχει πέσει; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Μαλώνει στον δρόμο για το τρίτο φεγγάρι, χάνει τη διαφωνία, και χαίρεται που την έχασε.^Φωνή ρυθμισμένη να περνάει πάνω από μηχανήματα· τρομάζει κόσμο σε κλειστούς χώρους.
SL-04568^Nyssa Palgrave^Γυναίκα^Human^Wizard^-^2^1/4^Περαματάρης^Guardians^New Grandia^Lantern Row (SET-019)^Φιλική^11^19^Arcane Ray^+5^1d8 force^Magic Missile; Sleep; Detect Magic; Shield^-^κιμωλίες σε επτά χρώματα; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Περιμένει σε προθάλαμο που σας είπαν ότι ήταν άδειος.^Δεν μπορεί να πει αριθμό χωρίς να πει και τι αριθμεί.
SL-04574^Skarn Saltmarsh^Άνδρας^Half-Orc^Paladin^-^2^1/4^Παραγιός μάγειρα^The Awakened^New Grandia^Old Rampart (SET-015)^Εχθρικός^18^23^Warhammer (Divine Smite)^+5^1d8+3 + 2d8 radiant^Divine Favor; Cure Wounds; Shield of Faith; Compelled Duel^-^φθαρμένο από τον δρόμο oath scroll; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; παιδικό σχέδιο ενός αστερισμού που κανείς δεν βρίσκει^Περιμένει σε προθάλαμο που σας είπαν ότι ήταν άδειος.^Το γέλιο του έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-04577^Mehen Sunder^Άνδρας^Dragonborn^Bard^-^2^1/4^Βοηθός ταβέρνας^Independent^New Grandia^Vault Quarter (SET-017)^Εχθρικός^14^16^Vicious Mockery^+5^1d6+3 τέμνον^Dissonant Whispers; Charm Person; Faerie Fire; Bane^-^συστατική επιστολή για αυλή που έχει πέσει; δελτίο σειράς από υπηρεσία που δεν υπάρχει πια; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Αναρτά ανακοίνωση αμοιβής με το ίδιο του το όνομα διαγραμμένο.^Επαναλαμβάνει χαρούμενα κουτσομπολιά ως γεγονότα και διορθώνεται αργότερα, δημόσια.
SL-04583^Lyle Stell^Άνδρας^Halfling^Warlock^The Fiend^4^1^Υπάλληλος πύλης^Guardians^New Grandia^Old Terrace (SET-023)^Εχθρικός^14^36^Pact blade^+5^1d8+3 τέμνον^Dissonant Whispers; Arms of Hadar; Hex; Armor of Agathys^-^νεφρίτινο νόμισμα (σήμα Lord); δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Βραχνιάζει μέσα σε μια ώρα κουβέντας και μοιράζει τις προτάσεις του ανάλογα.
SL-04592^Bethel Grimsby^Γυναίκα^Aasimar^Bard^College of Dance^18^13^Πρεσβύτερος του δρόμου^New Grandia Authority^New Grandia^Old Quarter (SET-013)^Ουδέτερη^17^172^Vicious Mockery^+11^1d6+5 τέμνον^Shatter; Enhance Ability; Foresight; Greater Restoration^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; πλαστό clearance sigil; παιδικό γράμμα με παραλήπτη κάποιον του party^Χάνει μια διαφωνία με έναν υπάλληλο και την κερδίζει μια ώρα μετά, γραπτώς.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-04616^Jheri Lamphrey^Γυναίκα^Dragonborn^Ranger^Gloom Stalker^9^5^Επιστάτης ανάσυρσης^New Grandia Authority^New Grandia^Old Terrace (SET-023)^Φιλική^15^83^Hand crossbow^+9^1d6+5 διατρητικό^Pass Without Trace; Goodberry; Lesser Restoration; Conjure Barrage^-^πυξίδα Drifter's Road; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; διαταγές που επέλεξε να μην ακολουθήσει^Κάνει μάθημα στον δρόμο σε παιδιά που θα έπρεπε να είναι αλλού.^Χρησιμοποιεί τις ίδιες τρεις βρισιές εναλλάξ και καμία άλλη.
SL-04626^Criella Ostwind^Γυναίκα^Tiefling^Paladin^Oath of Vengeance^3^1/2^Καθαριστής κόμβων^New Grandia Authority^New Grandia^Mill District (SET-022)^Ουδέτερη^18^31^Longsword (Divine Smite)^+5^1d8+3 + 2d8 radiant^Bless; Divine Favor; Shield of Faith; Compelled Duel^-^γάντι που ανήκε σε κάποιον άλλο; απόδειξη για χρέος ήδη πληρωμένο; μια τούφα μαλλιά σε διπλωμένο χαρτί^Αναρτά ανακοίνωση αμοιβής με το ίδιο της το όνομα διαγραμμένο.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-04636^Nol Mossgrave^Άνδρας^Human^Sorcerer^Clockwork Sorcery^4^1^Τραυματιοφορέας^The Awakened^New Grandia^Chandler's Rampart (SET-024)^Ουδέτερος^13^26^Chromatic Orb^+5^1d8 lightning^Absorb Elements; Burning Hands; Chromatic Orb; Shield^-^focus από γυαλί καταιγίδας; city clearance sigil; απλήρωτος λογαριασμός από τρεις πόλεις^Κάνει μάθημα στον δρόμο σε παιδιά που θα έπρεπε να είναι αλλού.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
SL-04637^Hammerhead^Άνδρας^Awakened Construct^Bard^-^1^1/8^Σκοπός^Guardians^New Grandia^Old Row (SET-020)^Εχθρικός^13^8^Vicious Mockery^+5^1d6+3 τέμνον^Dissonant Whispers; Bane; Charm Person; Faerie Fire^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; city clearance sigil; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Κατεβάζει μια αναρτημένη ανακοίνωση και τη βάζει πίσω πανομοιότυπη.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-04650^Shagrat Inglewood^Άνδρας^Orc^Sorcerer^Aberrant Sorcery^6^4^Λοχίας τείχους^The Awakened^New Grandia^Lower Row (SET-016)^Ουδέτερος^13^53^Chromatic Orb^+7^2d8 lightning^Hold Person; Shield; Mirror Image; Magic Missile^-^ουλή που σχηματίζει αστερισμό; ειδοποίηση χρέους ακαδημίας; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Πουλάει κάτι σε πάγκο αγοράς που δεν θα έπρεπε νομικά να υπάρχει.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-04651^Ledger Jarrow^Άνδρας^Awakened Construct^Rogue^Soulknife^6^3^Ανασύρτης ναυαγίων^Independent^New Grandia^Old Terrace (SET-023)^Φιλικός^16^48^Hand crossbow (Sneak Attack)^+7^1d6+4 + 3d6 διατρητικό^-^-^φλασκί λαδιού λάμπας χωρίς λάμπα; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Περιμένει σε προθάλαμο που σας είπαν ότι ήταν άδειος.^Εκκωφαντική ένταση χωρίς ρύθμιση για εσωτερικό χώρο· αποκαλεί τους πάντες με τη δουλειά τους.
SL-04660^Solenn Hollowmere^Γυναίκα^Elf^Cleric^Grave Domain^6^4^Τοπογράφος πεδίου^Independent^New Grandia^Old Row (SET-020)^Ουδέτερη^18^54^Mace^+7^1d6+4 θλαστικό^Healing Word; Cure Wounds; Shield of Faith; Hold Person^-^θυμιατό που δεν άναψε ποτέ; δελτία μερίδας για συνοικία όπου δεν επιτρέπεται να μπει; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Σταματάει να μιλάει εντελώς όταν μπαίνει κάποιος άλλος και ξεκινάει πάλι όταν φύγει.
SL-04665^Tarhun Quarrick^Άνδρας^Dragonborn^Cleric^-^1^1/8^Αντιγραφέας καταστίχων^New Grandia Authority^New Grandia^Lantern Row (SET-019)^Φιλικός^18^8^Warhammer^+5^1d8+3 θλαστικό^Shield of Faith; Guiding Bolt; Healing Word; Bless^-^λίστα ονομάτων που διαβάζεται φωναχτά κάθε αυγή; κλειδί δωματίου στην πάνω συνοικία; παιδικό γράμμα με παραλήπτη κάποιον του party^Στην κάτω αγορά αγοράζει ακριβώς ένα πράγμα, πολύ προσεκτικά.^Παλιό τραύμα στο σαγόνι μπερδεύει τα σύμφωνά του· μιλάει αργά για να το αντισταθμίσει και μισεί να επαναλαμβάνει.
SL-04666^Lyle Vantry^Άνδρας^Halfling^Rogue^Arcane Trickster^10^5^Πιλότος πάγου^Independent^New Grandia^Old Terrace (SET-023)^Ουδέτερος^16^83^Shortsword (Sneak Attack)^+9^1d6+5 + 5d6 διατρητικό^-^-^hand crossbow με πτυσσόμενο κοντάκι; ειδοποίηση χρέους ακαδημίας; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Χάνει μια διαφωνία με έναν υπάλληλο και την κερδίζει μια ώρα μετά, γραπτώς.^Χρησιμοποιεί τον τύπο ευγενείας με όλους, ακόμα και με παιδιά και ζώα.
SL-04677^Rook Brine^Άνδρας^Human^Bard^College of Dance^12^8^Πρώτος εκτελεστής^Guardians^New Grandia^Mill Quarter (SET-021)^Εχθρικός^16^111^Shortsword^+9^1d6+5 διατρητικό^Dissonant Whispers; Invisibility; Bane; Fear^-^το μοναδικό γραπτό αντίγραφο ενός route-song; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; παιδικό σχέδιο ενός αστερισμού που κανείς δεν βρίσκει^Τρώει όρθιος πάνω στο τείχος σε αλλαγή βάρδιας.^Εκκωφαντική ένταση χωρίς ρύθμιση για εσωτερικό χώρο· αποκαλεί τους πάντες με τη δουλειά τους.
SL-04682^Vesh Thistlewood^Άνδρας^Human^Fighter^Eldritch Knight^5^2^Ληστής^The Awakened^New Grandia^Old Rampart (SET-015)^Ουδέτερος^18^59^Longsword^+7^1d8+4 τέμνον^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; ειδοποίηση χρέους ακαδημίας; μια τούφα μαλλιά σε διπλωμένο χαρτί^Στέκεται σε παράθυρο κοιτώντας τη συνοικία από κάτω και μετράει κάτι.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-04687^Balasar Tanglewood^Άνδρας^Dragonborn^Bard^College of Dance^5^3^Επιστάτης ανάσυρσης^New Grandia Authority^New Grandia^Old Terrace (SET-023)^Ουδέτερος^16^43^Shortsword^+7^1d6+4 διατρητικό^Faerie Fire; Bane; Hold Person; Dissonant Whispers^-^το μοναδικό γραπτό αντίγραφο ενός route-song; απόδειξη για χρέος ήδη πληρωμένο; διαταγές που επέλεξε να μην ακολουθήσει^Σταματάει το party σε checkpoint για μια ασυμφωνία στα χαρτιά που τεχνικά υπάρχει.^Αφηγείται σιγανά τις ίδιες του τις κινήσεις όσο τις κάνει.
SL-04690^Rhoda Pell^Γυναίκα^Human^Fighter^Eldritch Knight^8^4^Τοπογράφος πεδίου^New Grandia Authority^New Grandia^Mill Quarter (SET-021)^Ουδέτερη^18^89^Greatsword^+7^2d6+4 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; φυλλάδιο που υποστηρίζει ότι τα shields ήταν λάθος; απλήρωτος λογαριασμός από τρεις πόλεις^Στην ουρά για μερίδες του shield-district με χαρτιά που δεν θα σταθούν.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-04710^Zael Overstone^Άνδρας^Tiefling^Wizard^Order of Scribes^11^7^Τεχνικός shield^New Grandia Authority^New Grandia^Mill Quarter (SET-021)^Φιλικός^14^99^Ray of Frost^+9^3d8 cold^Invisibility; Scorching Ray; Counterspell; Magic Missile^-^focus από λιωμένο γυαλί της Otherside; κλειδί δωματίου στην πάνω συνοικία; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Πουλάει κάτι σε πάγκο αγοράς που δεν θα έπρεπε νομικά να υπάρχει.^Υπερβολικά τυπική, προβαρισμένη διατύπωση· καταφεύγει σε αριθμούς κανονισμών όταν δεν αντέχει.
SL-04716^Helja Vale^Γυναίκα^Dwarf^Barbarian^Path of the Berserker^5^2^Μάγειρας μονοπατιού^New Grandia Authority^New Grandia^Mill Quarter (SET-021)^Ουδέτερη^16^59^Greataxe^+7^1d12+4 τέμνον^-^-^greatsword με χαυλιόδοντα αγριόχοιρου; απόδειξη για χρέος ήδη πληρωμένο; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Εκπαιδεύει μια ομάδα στο εσωτερικό τείχος και κόβει τη διαταγή στη μέση μόλις σας δει.^Βουβη από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
